l_elbow_pitch,l_shoulder_pitch,r_elbow_pitch,r_shoulder_pitch,waist_yaw,timestamp
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5005
0.0,0.0,0.0,0.0,0.0,1.001
0.0,0.0,0.0,0.0,0.0,1.5015
0.0,0.0,0.0,0.0,0.0,2.002
0.0,0.0,0.0,0.0,0.0,2.5025
0.0,0.0,0.0,0.0,0.0,3.003
0.0,0.0,0.0,0.0,0.0,3.5035
0.0,0.0,0.0,0.0,0.0,4.004
0.0,0.0,0.0,0.0,0.0,4.5045
0.0,0.0,0.0,0.0,0.0,5.005
0.0,0.0,0.0,0.0,0.0,5.5055
0.0,0.0,0.0,0.0,0.0,6.006
0.0,0.0,0.0,0.0,0.0,6.5065
0.0,0.0,0.0,0.0,0.0,7.007
0.0,0.0,0.0,0.0,0.0,7.507499999999999
0.0,0.0,0.0,0.0,0.0,8.008
0.0,0.0,0.0,0.0,0.0,8.5085
0.0,0.0,0.0,0.0,0.0,9.009
0.0,0.0,0.0,0.0,0.0,9.5095
0.0,0.0,0.0,0.0,0.0,10.01
0.0,0.0,0.0,0.0,0.0,10.5105
0.0,0.0,0.0,0.0,0.0,11.011
0.0,0.0,0.0,0.0,0.0,11.5115
0.0,0.0,0.0,0.0,0.0,12.012
0.0,0.0,0.0,0.0,0.0,12.5125
0.0,0.0,0.0,0.0,0.0,13.013
0.0,0.0,0.0,0.0,0.0,13.513499999999999
0.0,0.0,0.0,0.0,0.0,14.014
0.0,0.0,0.0,0.0,0.0,14.5145
0.0,0.0,0.0,0.0,0.0,15.014999999999999
0.0,0.0,0.0,0.0,0.0,15.5155
0.0,0.0,0.0,0.0,0.0,16.016
0.0,0.0,0.0,0.0,0.0,16.5165
0.0,0.0,0.0,0.0,0.0,17.017
0.0,0.0,0.0,0.0,0.0,17.5175
0.0,0.0,0.0,0.0,0.0,18.018
0.0,0.0,0.0,0.0,0.0,18.5185
0.0,0.0,0.0,0.0,0.0,19.019
0.0,0.0,0.0,0.0,0.0,19.5195
0.0,0.0,0.0,0.0,0.0,20.02
0.0,0.0,0.0,0.0,0.0,20.5205
0.0,0.0,0.0,0.0,0.0,21.021
0.0,0.0,0.0,0.0,0.0,21.5215
0.0,0.0,0.0,0.0,0.0,22.022
0.0,0.0,0.0,0.0,0.0,22.5225
0.0,0.0,0.0,0.0,0.0,23.023
0.0,0.0,0.0,0.0,0.0,23.5235
0.0,0.0,0.0,0.0,0.0,24.024
0.0,0.0,0.0,0.0,0.0,24.5245
0.0,0.0,0.0,0.0,0.0,25.025
0.0,0.0,0.0,0.0,0.0,25.525499999999997
0.0,0.0,0.0,0.0,0.0,26.026
0.0,0.0,0.0,0.0,0.0,26.5265
0.0,0.0,0.0,0.0,0.0,27.026999999999997
0.0,0.0,0.0,0.0,0.0,27.5275
0.0,0.0,0.0,0.0,0.0,28.028
0.0,0.0,0.0,0.0,0.0,28.528499999999998
0.0,0.0,0.0,0.0,0.0,29.029
0.0,0.0,0.0,0.0,0.0,29.5295
0.0,0.0,0.0,0.0,0.0,30.029999999999998
0.0,0.0,0.0,0.0,0.0,30.5305
0.0,0.0,0.0,0.0,0.0,31.031
0.0,0.0,0.0,0.0,0.0,31.531499999999998
0.0,0.0,0.0,0.0,0.0,32.032
0.0,0.0,0.0,0.0,0.0,32.5325
0.0,0.0,0.0,0.0,0.0,33.033
0.0,0.0,0.0,0.0,0.0,33.5335
0.0,0.0,0.0,0.0,0.0,34.034
0.0,0.0,0.0,0.0,0.0,34.5345
0.0,0.0,0.0,0.0,0.0,35.035
0.0,0.0,0.0,0.0,0.0,35.5355
0.0,0.0,0.0,0.0,0.0,36.036
0.0,0.0,0.0,0.0,0.0,36.5365
0.0,0.0,0.0,0.0,0.0,37.037
0.0,0.0,0.0,0.0,0.0,37.5375
0.0,0.0,0.0,0.0,0.0,38.038
0.0,0.0,0.0,0.0,0.0,38.5385
0.0,0.0,0.0,0.0,0.0,39.039
0.0,0.0,0.0,0.0,0.0,39.5395
