l_elbow_pitch,l_shoulder_pitch,r_elbow_pitch,r_shoulder_pitch,waist_yaw,timestamp
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.48
0.0,0.0,0.0,0.0,0.0,0.96
0.0,0.0,0.0,0.0,0.0,1.44
0.0,0.0,0.0,0.0,0.0,1.92
0.0,0.0,0.0,0.0,0.0,2.4
0.0,0.0,0.0,0.0,0.0,2.88
0.0,0.0,0.0,0.0,0.0,3.36
0.0,0.0,0.0,0.0,0.0,3.84
0.0,0.0,0.0,0.0,0.0,4.319999999999999
0.0,0.0,0.0,0.0,0.0,4.8
0.0,0.0,0.0,0.0,0.0,5.279999999999999
0.0,0.0,0.0,0.0,0.0,5.76
0.0,0.0,0.0,0.0,0.0,6.239999999999999
0.0,0.0,0.0,0.0,0.0,6.72
0.0,0.0,0.0,0.0,0.0,7.199999999999999
0.0,0.0,0.0,0.0,0.0,7.68
0.0,0.0,0.0,0.0,0.0,8.16
0.0,0.0,0.0,0.0,0.0,8.639999999999999
0.0,0.0,0.0,0.0,0.0,9.12
0.0,0.0,0.0,0.0,0.0,9.6
0.0,0.0,0.0,0.0,0.0,10.08
0.0,0.0,0.0,0.0,0.0,10.559999999999999
0.0,0.0,0.0,0.0,0.0,11.04
0.0,0.0,0.0,0.0,0.0,11.52
0.0,0.0,0.0,0.0,0.0,12.0
0.0,0.0,0.0,0.0,0.0,12.479999999999999
0.0,0.0,0.0,0.0,0.0,12.959999999999999
0.0,0.0,0.0,0.0,0.0,13.44
0.0,0.0,0.0,0.0,0.0,13.919999999999998
0.0,0.0,0.0,0.0,0.0,14.399999999999999
0.0,0.0,0.0,0.0,0.0,14.879999999999999
0.0,0.0,0.0,0.0,0.0,15.36
0.0,0.0,0.0,0.0,0.0,15.839999999999998
0.0,0.0,0.0,0.0,0.0,16.32
